optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 25, 27, 4, 19, 28, 18, 14, 6, 12, 15, 7, 11, 24, 29, 16, 26, 30, 9, 5, 22, 3, 20, 8, 17, 2, 13, 23, 21, 10, 1}",4.916356,"{1, 25, 27, 4, 19, 28, 26, 16, 29, 24, 11, 7, 9, 30, 5, 22, 20, 3, 8, 17, 2, 13, 23, 21, 10, 6, 12, 15, 14, 18, 1}",4.972032,0.011325,0.089620
"{1, 4, 7, 12, 11, 2, 18, 9, 22, 27, 28, 20, 8, 29, 25, 26, 19, 5, 6, 15, 13, 17, 14, 3, 30, 16, 24, 10, 23, 21, 1}",3.958541,"{1, 4, 7, 12, 11, 2, 18, 9, 22, 27, 28, 20, 8, 29, 25, 26, 19, 5, 6, 23, 21, 10, 24, 16, 30, 3, 14, 17, 13, 15, 1}",4.246007,0.072619,0.087465
"{1, 25, 17, 6, 19, 20, 15, 3, 4, 11, 24, 22, 23, 27, 28, 13, 8, 18, 9, 12, 29, 14, 10, 5, 16, 21, 2, 7, 26, 30, 1}",5.289241,"{1, 30, 26, 7, 2, 21, 16, 11, 4, 3, 15, 20, 19, 25, 17, 6, 27, 23, 22, 24, 8, 5, 10, 14, 29, 12, 9, 18, 28, 13, 1}",6.166217,0.165804,0.087331
"{1, 7, 28, 17, 14, 3, 6, 15, 5, 19, 27, 26, 24, 13, 2, 10, 29, 25, 21, 8, 20, 4, 11, 9, 18, 22, 23, 12, 16, 30, 1}",4.547805,"{1, 30, 7, 17, 28, 16, 12, 23, 22, 14, 18, 9, 11, 4, 20, 8, 21, 25, 29, 10, 15, 5, 6, 3, 19, 27, 26, 24, 13, 2, 1}",4.787660,0.052741,0.087575
"{1, 14, 22, 28, 8, 18, 2, 24, 19, 12, 29, 23, 25, 20, 3, 15, 21, 9, 17, 26, 10, 6, 11, 5, 13, 4, 7, 30, 16, 27, 1}",4.638048,"{1, 27, 16, 30, 7, 4, 13, 5, 11, 6, 26, 17, 9, 21, 15, 3, 20, 25, 23, 29, 12, 19, 24, 2, 18, 8, 28, 22, 14, 10, 1}",4.668255,0.006513,0.089366
"{1, 29, 9, 8, 22, 2, 6, 26, 12, 16, 10, 17, 15, 28, 21, 25, 19, 5, 27, 13, 30, 7, 18, 14, 4, 23, 20, 11, 3, 24, 1}",4.284010,"{1, 29, 24, 20, 11, 3, 9, 8, 22, 12, 16, 10, 26, 2, 6, 25, 17, 15, 28, 21, 5, 19, 13, 27, 18, 30, 7, 14, 4, 23, 1}",4.508663,0.052440,0.089697
"{1, 7, 28, 4, 10, 19, 29, 5, 12, 25, 24, 8, 16, 17, 2, 9, 15, 27, 22, 20, 13, 21, 14, 26, 6, 18, 23, 11, 3, 30, 1}",4.316701,"{1, 30, 3, 11, 23, 29, 19, 10, 4, 28, 7, 16, 8, 24, 25, 12, 5, 18, 6, 26, 14, 21, 13, 20, 22, 27, 15, 9, 2, 17, 1}",4.838464,0.120871,0.089165
"{1, 28, 16, 23, 30, 22, 24, 3, 21, 5, 14, 10, 12, 17, 7, 8, 6, 2, 11, 20, 9, 15, 19, 18, 13, 29, 25, 4, 26, 27, 1}",4.732084,"{1, 27, 26, 4, 25, 13, 18, 29, 19, 15, 9, 20, 11, 2, 6, 8, 7, 17, 12, 14, 5, 21, 3, 10, 24, 22, 30, 28, 16, 23, 1}",4.827249,0.020110,0.090280
"{1, 12, 14, 13, 6, 17, 23, 16, 5, 30, 8, 27, 19, 21, 20, 11, 4, 2, 24, 3, 9, 15, 22, 26, 28, 29, 18, 7, 25, 10, 1}",4.975363,"{1, 12, 10, 25, 7, 18, 29, 28, 26, 22, 15, 9, 3, 24, 2, 4, 5, 16, 23, 8, 30, 11, 20, 21, 19, 27, 17, 6, 13, 14, 1}",5.034067,0.011799,0.089170
"{1, 19, 28, 2, 27, 4, 10, 30, 16, 29, 17, 18, 12, 11, 22, 15, 14, 23, 7, 26, 9, 6, 8, 21, 20, 13, 5, 3, 25, 24, 1}",4.471961,"{1, 24, 25, 3, 5, 20, 21, 8, 6, 9, 13, 27, 4, 14, 23, 7, 26, 15, 22, 11, 12, 18, 17, 29, 16, 30, 10, 2, 28, 19, 1}",4.627868,0.034863,0.090183
"{1, 24, 22, 30, 6, 16, 5, 25, 3, 2, 7, 8, 21, 23, 17, 26, 11, 19, 29, 9, 15, 18, 4, 20, 12, 13, 28, 27, 10, 14, 1}",4.494298,"{1, 14, 28, 27, 9, 29, 15, 18, 4, 20, 12, 13, 10, 22, 24, 30, 6, 16, 5, 25, 3, 2, 7, 8, 21, 23, 17, 26, 11, 19, 1}",5.448473,0.212308,0.089860
"{1, 17, 24, 14, 30, 19, 5, 9, 25, 8, 21, 16, 20, 6, 7, 2, 29, 18, 22, 4, 27, 13, 11, 12, 15, 28, 3, 23, 26, 10, 1}",4.662423,"{1, 10, 26, 23, 3, 28, 15, 12, 11, 13, 27, 4, 22, 18, 29, 2, 7, 6, 20, 16, 21, 8, 25, 9, 5, 19, 30, 14, 24, 17, 1}",4.662423,0.000000,0.089901
"{1, 6, 25, 24, 30, 22, 27, 3, 18, 9, 15, 2, 23, 28, 4, 21, 13, 26, 11, 17, 12, 19, 29, 10, 7, 20, 14, 5, 8, 16, 1}",4.890900,"{1, 16, 8, 5, 14, 20, 7, 10, 29, 19, 12, 4, 21, 13, 17, 11, 26, 18, 9, 15, 3, 27, 22, 2, 23, 28, 30, 24, 25, 6, 1}",4.980361,0.018291,0.089856
"{1, 25, 9, 14, 12, 23, 24, 6, 2, 5, 27, 28, 29, 21, 17, 13, 10, 3, 8, 7, 20, 22, 30, 19, 11, 4, 18, 16, 26, 15, 1}",4.482899,"{1, 25, 9, 14, 12, 23, 24, 2, 6, 5, 27, 28, 29, 21, 17, 13, 10, 3, 8, 7, 20, 22, 30, 19, 11, 4, 18, 16, 26, 15, 1}",4.502047,0.004271,0.090229
"{1, 3, 24, 15, 18, 30, 16, 4, 29, 5, 6, 8, 7, 23, 14, 13, 27, 9, 22, 26, 19, 28, 12, 17, 21, 20, 2, 25, 10, 11, 1}",4.425303,"{1, 11, 3, 24, 15, 18, 30, 16, 10, 28, 25, 2, 20, 21, 17, 12, 14, 23, 13, 27, 7, 8, 9, 22, 26, 19, 6, 5, 29, 4, 1}",4.690626,0.059956,0.089377
"{1, 16, 23, 26, 10, 27, 28, 12, 13, 20, 25, 3, 6, 2, 14, 11, 22, 30, 15, 8, 19, 24, 7, 9, 4, 21, 29, 5, 18, 17, 1}",4.519852,"{1, 16, 23, 26, 10, 27, 28, 12, 13, 20, 25, 3, 6, 2, 14, 11, 22, 15, 30, 19, 8, 24, 9, 4, 7, 21, 17, 18, 29, 5, 1}",4.749974,0.050914,0.089926
"{1, 4, 9, 18, 27, 7, 5, 2, 8, 30, 13, 11, 6, 26, 16, 29, 17, 25, 19, 28, 21, 15, 20, 24, 22, 3, 14, 12, 23, 10, 1}",4.882242,"{1, 10, 23, 12, 14, 22, 3, 24, 20, 15, 21, 28, 19, 25, 17, 29, 16, 26, 6, 11, 13, 30, 2, 8, 5, 7, 27, 18, 9, 4, 1}",4.907096,0.005091,0.090533
"{1, 24, 5, 20, 12, 16, 28, 4, 22, 21, 6, 29, 8, 10, 15, 25, 13, 26, 18, 9, 27, 3, 30, 2, 7, 14, 23, 19, 11, 17, 1}",4.308787,"{1, 17, 11, 19, 14, 7, 23, 2, 30, 3, 27, 9, 18, 26, 13, 25, 15, 10, 8, 29, 6, 21, 22, 4, 28, 16, 12, 20, 5, 24, 1}",4.324887,0.003737,0.093371
"{1, 28, 29, 19, 4, 2, 22, 5, 11, 14, 27, 6, 12, 17, 18, 20, 10, 30, 26, 16, 3, 25, 21, 8, 13, 9, 23, 24, 7, 15, 1}",4.905760,"{1, 15, 7, 24, 23, 9, 13, 8, 21, 25, 3, 16, 26, 30, 10, 20, 18, 17, 12, 6, 27, 14, 11, 5, 22, 2, 4, 19, 29, 28, 1}",4.905760,0.000000,0.094576
"{1, 2, 19, 8, 29, 18, 9, 16, 22, 3, 24, 20, 23, 21, 26, 17, 30, 12, 13, 5, 25, 27, 14, 10, 11, 28, 15, 6, 7, 4, 1}",4.258828,"{1, 4, 7, 6, 15, 28, 11, 10, 14, 27, 25, 5, 13, 12, 30, 17, 26, 21, 23, 20, 24, 3, 16, 22, 29, 18, 9, 8, 19, 2, 1}",4.283961,0.005902,0.091207
"{1, 4, 15, 28, 7, 3, 30, 29, 2, 17, 12, 22, 11, 21, 5, 14, 10, 20, 19, 16, 23, 8, 27, 13, 25, 24, 26, 6, 18, 9, 1}",4.692586,"{1, 4, 28, 15, 7, 3, 30, 29, 2, 17, 21, 5, 14, 10, 20, 19, 16, 23, 8, 27, 13, 25, 24, 26, 6, 18, 9, 12, 22, 11, 1}",5.265064,0.121996,0.090942
"{1, 6, 2, 28, 23, 29, 17, 27, 3, 8, 30, 7, 12, 4, 10, 13, 11, 16, 21, 15, 5, 18, 14, 20, 26, 9, 24, 19, 25, 22, 1}",4.891656,"{1, 22, 25, 19, 24, 9, 26, 14, 20, 27, 17, 3, 13, 11, 16, 18, 5, 15, 21, 10, 4, 12, 7, 30, 8, 23, 28, 29, 2, 6, 1}",5.154677,0.053769,0.093049
"{1, 8, 3, 30, 19, 4, 23, 24, 14, 12, 20, 22, 9, 17, 13, 18, 25, 2, 10, 6, 21, 26, 27, 5, 16, 29, 28, 7, 11, 15, 1}",4.512739,"{1, 8, 3, 30, 19, 4, 23, 24, 14, 12, 22, 20, 9, 17, 13, 25, 2, 18, 10, 6, 21, 26, 27, 5, 16, 29, 28, 7, 11, 15, 1}",4.587720,0.016615,0.095538
"{1, 10, 4, 23, 6, 24, 15, 8, 3, 22, 17, 26, 9, 2, 21, 16, 14, 30, 13, 27, 28, 5, 25, 20, 29, 19, 18, 11, 7, 12, 1}",4.230887,"{1, 23, 6, 24, 15, 8, 3, 4, 10, 16, 21, 22, 17, 26, 9, 2, 14, 30, 13, 27, 28, 5, 25, 29, 19, 18, 11, 12, 7, 20, 1}",4.599880,0.087214,0.095939
"{1, 23, 7, 8, 28, 13, 2, 11, 12, 26, 18, 9, 6, 29, 4, 16, 10, 15, 25, 24, 5, 20, 22, 14, 21, 17, 30, 19, 27, 3, 1}",4.313591,"{1, 23, 7, 2, 13, 28, 8, 11, 12, 26, 18, 9, 29, 6, 4, 16, 10, 15, 25, 24, 5, 20, 22, 14, 21, 17, 30, 19, 27, 3, 1}",4.403126,0.020756,0.096939
"{1, 15, 26, 27, 12, 6, 17, 4, 5, 30, 22, 9, 29, 18, 8, 10, 25, 13, 14, 3, 2, 20, 23, 16, 11, 19, 28, 21, 24, 7, 1}",4.476424,"{1, 15, 26, 27, 6, 17, 12, 4, 5, 30, 22, 9, 29, 18, 8, 10, 25, 13, 14, 3, 2, 20, 23, 16, 11, 19, 28, 21, 24, 7, 1}",4.596823,0.026896,0.100090
"{1, 26, 23, 4, 17, 7, 21, 20, 5, 2, 11, 25, 16, 9, 27, 6, 10, 15, 22, 3, 12, 24, 14, 8, 13, 30, 29, 28, 18, 19, 1}",4.653833,"{1, 19, 26, 23, 7, 17, 4, 21, 20, 5, 25, 16, 22, 15, 3, 12, 24, 14, 8, 13, 30, 29, 28, 18, 10, 6, 27, 9, 11, 2, 1}",5.511756,0.184348,0.099426
"{1, 29, 6, 8, 10, 30, 25, 15, 14, 18, 3, 5, 28, 24, 17, 19, 16, 21, 9, 7, 20, 11, 13, 23, 22, 26, 2, 27, 12, 4, 1}",4.347039,"{1, 6, 29, 8, 10, 30, 4, 25, 15, 27, 2, 12, 26, 22, 23, 13, 11, 20, 7, 9, 21, 16, 19, 17, 24, 28, 5, 3, 18, 14, 1}",4.432698,0.019705,0.098378
"{1, 5, 26, 19, 10, 9, 28, 14, 22, 16, 13, 3, 24, 2, 15, 20, 29, 7, 30, 17, 23, 12, 4, 11, 21, 8, 6, 25, 18, 27, 1}",4.497025,"{1, 5, 14, 16, 13, 3, 22, 24, 2, 15, 20, 29, 7, 30, 17, 4, 23, 12, 11, 21, 8, 6, 25, 18, 27, 26, 19, 10, 9, 28, 1}",4.904495,0.090609,0.097368
"{1, 2, 24, 12, 20, 28, 10, 23, 17, 8, 25, 6, 27, 18, 9, 13, 11, 29, 21, 30, 26, 3, 19, 22, 15, 16, 14, 4, 7, 5, 1}",4.935615,"{1, 2, 12, 24, 20, 28, 10, 23, 17, 8, 25, 6, 27, 18, 9, 13, 11, 29, 21, 30, 26, 3, 19, 22, 15, 16, 14, 4, 7, 5, 1}",5.024996,0.018109,0.097738
"{1, 18, 25, 27, 22, 30, 12, 13, 9, 8, 26, 24, 2, 19, 17, 21, 5, 4, 11, 7, 20, 29, 16, 15, 28, 23, 3, 10, 14, 6, 1}",4.379080,"{1, 6, 14, 3, 23, 17, 21, 19, 2, 18, 25, 27, 22, 30, 12, 24, 26, 9, 13, 8, 5, 4, 11, 20, 7, 29, 16, 15, 28, 10, 1}",4.647037,0.061190,0.098036
"{1, 23, 5, 30, 12, 15, 27, 14, 28, 9, 10, 25, 16, 4, 26, 3, 6, 19, 2, 20, 11, 21, 24, 17, 18, 29, 7, 22, 8, 13, 1}",4.951921,"{1, 23, 13, 8, 22, 7, 18, 17, 24, 21, 29, 11, 20, 2, 19, 6, 3, 16, 25, 10, 9, 28, 14, 4, 26, 27, 15, 12, 30, 5, 1}",5.024171,0.014590,0.098541
"{1, 22, 17, 4, 30, 25, 7, 8, 23, 19, 9, 11, 20, 29, 28, 2, 10, 3, 21, 16, 15, 5, 14, 6, 13, 18, 27, 26, 24, 12, 1}",5.073696,"{1, 12, 22, 17, 4, 30, 25, 7, 8, 23, 19, 9, 11, 20, 29, 28, 2, 10, 3, 21, 16, 15, 5, 14, 6, 13, 18, 27, 26, 24, 1}",5.093958,0.003994,0.098827
"{1, 11, 25, 15, 22, 6, 5, 28, 16, 4, 18, 14, 8, 2, 23, 30, 7, 29, 3, 27, 26, 9, 13, 19, 12, 24, 17, 21, 20, 10, 1}",4.193404,"{1, 10, 20, 21, 17, 24, 12, 19, 13, 9, 26, 27, 3, 29, 7, 30, 23, 2, 8, 14, 18, 4, 16, 5, 6, 22, 15, 25, 11, 28, 1}",4.425816,0.055423,0.098978
"{1, 9, 24, 10, 22, 3, 17, 20, 8, 7, 18, 23, 25, 26, 11, 5, 6, 29, 27, 4, 2, 16, 30, 15, 13, 12, 21, 14, 19, 28, 1}",4.667194,"{1, 28, 9, 24, 10, 22, 3, 17, 20, 8, 7, 18, 23, 25, 11, 26, 5, 6, 29, 27, 4, 2, 16, 30, 15, 13, 19, 21, 12, 14, 1}",4.797951,0.028016,0.097963
"{1, 16, 10, 23, 26, 13, 22, 19, 30, 11, 3, 2, 18, 12, 29, 21, 15, 17, 25, 14, 4, 7, 27, 28, 24, 8, 5, 9, 6, 20, 1}",4.626500,"{1, 16, 8, 5, 9, 6, 20, 22, 13, 26, 23, 10, 24, 28, 27, 7, 4, 14, 25, 17, 15, 21, 29, 12, 18, 2, 3, 11, 30, 19, 1}",4.928210,0.065213,0.098491
"{1, 15, 29, 3, 20, 10, 9, 5, 14, 24, 26, 27, 28, 11, 17, 7, 30, 25, 16, 4, 21, 22, 6, 19, 2, 18, 13, 8, 12, 23, 1}",4.271437,"{1, 15, 23, 12, 8, 18, 2, 19, 6, 22, 25, 30, 7, 17, 11, 28, 27, 26, 16, 4, 21, 13, 24, 14, 5, 9, 10, 20, 3, 29, 1}",4.336011,0.015118,0.098106
"{1, 29, 16, 20, 19, 2, 7, 17, 22, 28, 23, 3, 9, 25, 8, 6, 21, 5, 24, 12, 30, 10, 4, 14, 26, 11, 13, 18, 15, 27, 1}",4.574174,"{1, 27, 15, 18, 13, 11, 26, 14, 4, 30, 10, 24, 5, 21, 6, 8, 25, 9, 3, 23, 28, 12, 22, 17, 7, 2, 19, 20, 16, 29, 1}",4.634417,0.013170,0.098001
"{1, 7, 26, 17, 18, 12, 14, 21, 8, 28, 2, 24, 4, 9, 13, 11, 20, 27, 5, 10, 23, 15, 19, 6, 3, 25, 22, 29, 16, 30, 1}",4.512705,"{1, 7, 26, 17, 18, 12, 14, 21, 28, 8, 2, 24, 4, 9, 13, 11, 20, 27, 5, 10, 23, 15, 6, 19, 25, 3, 22, 29, 16, 30, 1}",4.604479,0.020337,0.096153
"{1, 13, 12, 19, 2, 26, 10, 16, 24, 23, 4, 29, 27, 22, 5, 6, 15, 7, 21, 20, 18, 11, 17, 9, 3, 25, 30, 28, 8, 14, 1}",5.133934,"{1, 14, 8, 22, 5, 6, 15, 7, 21, 20, 18, 11, 17, 9, 30, 25, 28, 3, 12, 19, 2, 26, 10, 16, 13, 24, 23, 4, 29, 27, 1}",5.348938,0.041879,0.098859
"{1, 15, 9, 18, 8, 12, 24, 17, 6, 11, 30, 13, 20, 21, 2, 22, 16, 3, 5, 23, 27, 26, 7, 10, 29, 25, 14, 28, 19, 4, 1}",4.704258,"{1, 15, 6, 11, 17, 30, 2, 22, 16, 21, 20, 13, 12, 24, 8, 18, 9, 4, 19, 28, 14, 25, 29, 10, 7, 26, 27, 23, 5, 3, 1}",5.500110,0.169177,0.098673
"{1, 16, 27, 19, 8, 10, 28, 12, 7, 6, 14, 11, 13, 15, 17, 25, 2, 21, 22, 24, 4, 23, 3, 20, 29, 18, 30, 26, 5, 9, 1}",4.453819,"{1, 9, 3, 23, 4, 24, 22, 21, 2, 25, 17, 15, 13, 11, 14, 6, 7, 12, 28, 10, 8, 19, 27, 16, 5, 26, 30, 18, 29, 20, 1}",4.715063,0.058656,0.098776
"{1, 10, 24, 16, 12, 15, 11, 19, 29, 26, 27, 8, 2, 21, 9, 13, 28, 7, 5, 17, 25, 18, 30, 20, 4, 6, 22, 14, 23, 3, 1}",4.131547,"{1, 3, 23, 14, 22, 6, 4, 20, 30, 18, 25, 17, 5, 7, 9, 13, 28, 27, 8, 2, 26, 29, 19, 11, 15, 21, 12, 16, 24, 10, 1}",4.262401,0.031672,0.098113
"{1, 21, 24, 30, 16, 18, 15, 8, 11, 7, 4, 27, 9, 26, 3, 28, 25, 13, 5, 17, 14, 20, 19, 10, 2, 12, 6, 29, 23, 22, 1}",4.741512,"{1, 22, 23, 29, 6, 12, 2, 10, 19, 20, 14, 17, 5, 13, 25, 28, 9, 27, 4, 7, 11, 26, 3, 18, 15, 8, 16, 30, 24, 21, 1}",4.774245,0.006903,0.097386
"{1, 23, 19, 20, 25, 14, 22, 5, 15, 27, 11, 10, 4, 9, 30, 8, 24, 29, 16, 12, 18, 26, 7, 3, 17, 28, 2, 6, 13, 21, 1}",4.390458,"{1, 21, 13, 6, 2, 28, 17, 3, 7, 26, 18, 12, 16, 29, 24, 8, 30, 11, 10, 9, 4, 27, 15, 5, 14, 22, 25, 20, 19, 23, 1}",4.428331,0.008626,0.095919
"{1, 4, 24, 16, 9, 21, 17, 19, 30, 14, 10, 5, 25, 22, 23, 27, 2, 18, 8, 7, 13, 11, 15, 29, 12, 6, 20, 26, 28, 3, 1}",4.065428,"{1, 3, 28, 26, 20, 6, 12, 29, 15, 11, 7, 8, 18, 2, 27, 23, 22, 25, 5, 10, 13, 14, 30, 19, 17, 21, 9, 24, 16, 4, 1}",4.154746,0.021970,0.093252
"{1, 29, 26, 2, 16, 24, 20, 6, 25, 5, 14, 9, 13, 4, 27, 15, 23, 10, 30, 12, 11, 7, 28, 17, 22, 19, 8, 3, 21, 18, 1}",5.126740,"{1, 18, 20, 24, 14, 9, 13, 27, 15, 4, 5, 25, 6, 30, 10, 12, 23, 11, 7, 28, 17, 22, 19, 8, 3, 21, 29, 26, 2, 16, 1}",5.393979,0.052127,0.094196
"{1, 25, 11, 27, 21, 19, 15, 10, 9, 29, 12, 3, 28, 17, 7, 30, 22, 18, 24, 4, 8, 6, 2, 16, 26, 23, 14, 5, 13, 20, 1}",4.222694,"{1, 20, 13, 5, 14, 23, 26, 16, 2, 6, 8, 4, 24, 18, 22, 30, 7, 17, 28, 3, 12, 29, 9, 10, 15, 19, 21, 27, 11, 25, 1}",4.222693,0.000000,0.097385
"{1, 12, 25, 22, 21, 30, 14, 11, 29, 16, 28, 15, 26, 13, 27, 18, 9, 3, 6, 4, 5, 8, 19, 7, 23, 2, 24, 20, 10, 17, 1}",4.444410,"{1, 12, 25, 22, 21, 30, 14, 11, 29, 27, 15, 16, 28, 26, 13, 18, 9, 3, 6, 4, 8, 5, 19, 7, 23, 2, 24, 20, 10, 17, 1}",4.541545,0.021856,0.098037
"{1, 13, 12, 22, 6, 17, 4, 27, 28, 7, 26, 30, 8, 10, 15, 25, 20, 29, 18, 14, 16, 19, 3, 5, 23, 11, 2, 21, 24, 9, 1}",4.924983,"{1, 13, 12, 22, 6, 17, 4, 27, 28, 7, 26, 30, 8, 10, 18, 14, 16, 19, 3, 5, 23, 11, 21, 24, 9, 2, 20, 25, 15, 29, 1}",5.290906,0.074299,0.096959
"{1, 19, 3, 17, 9, 25, 13, 30, 16, 15, 8, 2, 4, 10, 28, 29, 23, 18, 6, 5, 7, 20, 26, 27, 24, 22, 12, 21, 11, 14, 1}",4.696513,"{1, 2, 4, 8, 15, 16, 30, 13, 3, 17, 9, 25, 28, 29, 23, 10, 18, 6, 5, 7, 20, 26, 27, 24, 22, 12, 21, 11, 14, 19, 1}",4.842349,0.031052,0.094531
"{1, 11, 10, 3, 13, 24, 19, 20, 29, 16, 27, 8, 6, 15, 18, 30, 4, 23, 26, 17, 5, 14, 25, 21, 22, 2, 28, 7, 9, 12, 1}",4.875173,"{1, 11, 10, 19, 3, 13, 24, 29, 20, 27, 8, 16, 6, 30, 4, 23, 18, 15, 26, 17, 14, 5, 9, 7, 25, 21, 22, 2, 28, 12, 1}",5.101949,0.046516,0.096103
"{1, 20, 16, 19, 23, 5, 27, 4, 28, 14, 21, 15, 22, 13, 30, 17, 12, 11, 7, 24, 29, 26, 10, 9, 3, 25, 8, 18, 6, 2, 1}",4.303143,"{1, 2, 20, 6, 18, 8, 25, 3, 9, 10, 26, 29, 24, 7, 11, 12, 17, 30, 13, 22, 15, 21, 14, 28, 4, 27, 5, 16, 19, 23, 1}",4.582961,0.065027,0.095211
"{1, 12, 14, 10, 24, 7, 8, 6, 15, 21, 18, 9, 3, 16, 28, 11, 30, 19, 27, 17, 26, 13, 5, 22, 20, 4, 23, 25, 2, 29, 1}",4.349142,"{1, 12, 14, 10, 29, 2, 25, 7, 24, 8, 6, 21, 15, 18, 9, 3, 16, 28, 11, 30, 19, 27, 17, 26, 13, 5, 22, 20, 4, 23, 1}",4.598467,0.057327,0.095809
"{1, 25, 22, 26, 12, 9, 28, 7, 14, 2, 18, 20, 29, 13, 11, 5, 4, 10, 17, 3, 19, 15, 6, 30, 16, 21, 8, 27, 23, 24, 1}",3.881927,"{1, 25, 22, 26, 12, 9, 28, 7, 14, 2, 18, 20, 29, 13, 11, 4, 5, 15, 19, 10, 17, 3, 6, 30, 21, 16, 8, 27, 23, 24, 1}",3.945917,0.016484,0.095507
"{1, 5, 6, 26, 8, 30, 15, 17, 2, 14, 24, 21, 29, 7, 19, 23, 27, 9, 11, 20, 28, 16, 12, 22, 3, 4, 25, 13, 18, 10, 1}",4.346686,"{1, 10, 18, 13, 25, 4, 3, 22, 12, 16, 28, 20, 11, 9, 27, 19, 7, 23, 29, 21, 24, 14, 2, 17, 15, 30, 5, 6, 26, 8, 1}",4.426624,0.018391,0.095259
"{1, 17, 29, 13, 4, 11, 2, 8, 23, 21, 7, 6, 28, 20, 24, 14, 27, 3, 15, 30, 26, 10, 9, 16, 5, 18, 19, 25, 12, 22, 1}",4.058740,"{1, 17, 29, 13, 4, 22, 12, 11, 7, 6, 25, 19, 18, 5, 16, 9, 10, 26, 30, 15, 3, 27, 14, 24, 20, 28, 23, 21, 8, 2, 1}",4.203486,0.035663,0.094027
"{1, 13, 7, 5, 26, 22, 12, 18, 4, 9, 28, 27, 11, 2, 29, 3, 19, 21, 14, 17, 10, 30, 23, 6, 15, 24, 20, 8, 25, 16, 1}",4.838961,"{1, 13, 22, 26, 5, 7, 20, 8, 25, 16, 24, 15, 6, 23, 30, 10, 17, 29, 2, 11, 27, 28, 9, 4, 18, 12, 19, 21, 14, 3, 1}",5.374960,0.110767,0.094061
"{1, 4, 18, 27, 11, 26, 23, 2, 12, 6, 14, 7, 16, 13, 24, 20, 29, 10, 22, 28, 15, 25, 9, 21, 3, 8, 5, 30, 17, 19, 1}",4.737916,"{1, 19, 17, 30, 5, 8, 3, 21, 9, 15, 28, 25, 22, 10, 26, 11, 4, 18, 27, 23, 2, 12, 6, 14, 7, 16, 13, 24, 20, 29, 1}",5.232658,0.104422,0.093309
"{1, 6, 18, 2, 7, 22, 27, 12, 23, 21, 11, 13, 25, 24, 20, 5, 8, 26, 19, 15, 28, 17, 3, 14, 16, 30, 4, 9, 29, 10, 1}",4.276416,"{1, 10, 6, 18, 2, 7, 27, 22, 12, 23, 21, 11, 13, 25, 24, 20, 5, 8, 26, 19, 15, 28, 17, 3, 14, 16, 30, 4, 9, 29, 1}",4.322345,0.010740,0.094263
"{1, 2, 11, 5, 18, 13, 6, 8, 3, 15, 24, 17, 19, 27, 22, 29, 9, 23, 28, 20, 21, 26, 30, 14, 16, 7, 10, 12, 25, 4, 1}",4.328433,"{1, 25, 4, 12, 10, 7, 16, 14, 30, 26, 21, 20, 28, 23, 9, 29, 22, 27, 19, 17, 24, 15, 3, 8, 6, 13, 18, 5, 11, 2, 1}",4.392883,0.014890,0.095776
"{1, 18, 23, 16, 25, 11, 24, 10, 6, 3, 12, 17, 4, 27, 13, 9, 7, 8, 15, 5, 22, 14, 29, 19, 21, 26, 30, 20, 28, 2, 1}",4.244027,"{1, 2, 28, 20, 30, 26, 21, 29, 14, 22, 19, 5, 15, 8, 7, 9, 13, 27, 4, 17, 12, 6, 10, 3, 24, 11, 25, 16, 23, 18, 1}",4.290048,0.010844,0.094842
"{1, 7, 23, 11, 8, 26, 4, 10, 9, 17, 25, 12, 18, 24, 20, 30, 3, 19, 29, 28, 14, 16, 13, 22, 5, 21, 15, 27, 6, 2, 1}",4.738522,"{1, 2, 6, 7, 23, 11, 8, 26, 4, 10, 9, 17, 25, 12, 18, 24, 20, 30, 3, 19, 29, 28, 16, 14, 13, 22, 5, 21, 15, 27, 1}",4.821894,0.017595,0.094368
"{1, 10, 18, 9, 14, 5, 2, 8, 17, 12, 3, 4, 19, 15, 23, 28, 24, 6, 16, 11, 30, 20, 26, 22, 13, 29, 7, 21, 27, 25, 1}",4.607795,"{1, 25, 27, 21, 7, 29, 13, 22, 26, 20, 11, 16, 30, 6, 24, 28, 23, 15, 19, 4, 3, 12, 17, 8, 14, 9, 18, 10, 5, 2, 1}",4.771819,0.035597,0.092965
"{1, 5, 29, 21, 2, 14, 27, 13, 24, 4, 7, 15, 28, 26, 12, 6, 10, 11, 22, 18, 20, 8, 16, 19, 9, 25, 30, 3, 23, 17, 1}",4.398877,"{1, 5, 29, 21, 27, 13, 24, 4, 7, 15, 28, 26, 12, 6, 10, 18, 11, 22, 20, 8, 16, 19, 9, 25, 30, 3, 23, 17, 2, 14, 1}",4.734993,0.076409,0.094905
"{1, 9, 21, 3, 29, 23, 8, 16, 10, 30, 13, 7, 17, 22, 12, 14, 20, 19, 15, 6, 26, 27, 2, 5, 24, 25, 18, 28, 4, 11, 1}",4.597532,"{1, 9, 21, 3, 29, 23, 8, 16, 10, 30, 13, 7, 17, 22, 12, 14, 20, 19, 26, 6, 15, 18, 28, 25, 4, 11, 5, 24, 2, 27, 1}",4.880869,0.061628,0.095960
